constraint_id,vendor,endpoint,type,assertion,description,source_url,url_kind,page_captured,verdict_page_supports,verdict_is_documentation,note
weaviate_range_schema_replication_001,weaviate,/schema POST,range_constraint,replicationConfig.factor >= 1,replicationConfig.factor is an integer (default 1),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_batch_idempotent_001,weaviate,POST /batch/objects,state_constraint,batch create is idempotent; existing UUIDs are replaced,idempotent by UUID -- existing UUIDs overwritten (PUT semantics per item),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_batch_objects_001,weaviate,/batch/objects POST,state_constraint,POST /batch/objects with existing UUID overwrites rather than errors,batch is idempotent by UUID; existing UUIDs are overwritten (PUT semantics per item),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_batch_reject_all_001,weaviate,POST /batch/objects,state_constraint,"usage limit exceeded rejects entire batch, no partial success",429 WHOLE BATCH rejected (no partial fill),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_index_update_001,weaviate,/schema/{className}/indexes/{propertyName} PUT,state_constraint,PUT returns 202 (submitted) | 409 (conflict) | 503 (disabled),index update triggers async reindex (202); 409 if conflicting reindex running; 503 if distributed tasks disabled,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_objects_create_001,weaviate,/objects POST,state_constraint,POST /objects returns error if id exists; PUT/PATCH required to update,POST fails if id already exists; use PUT/PATCH to update,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_objects_list_001,weaviate,/objects GET,state_constraint,(after provided) implies (offset == 0 and sort not provided),after cursor is mutually exclusive with offset and sort,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_schema_delete_001,weaviate,/schema/{className} DELETE,state_constraint,"after DELETE /schema/{className}, GET /objects?class={className} returns empty",deleting a collection permanently deletes all data objects in the collection,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_schema_update_001,weaviate,/schema/{className} PUT,state_constraint,PUT /schema/{className} does not change properties count or names,PUT does NOT add properties (use POST /schema/{className}/properties) and does NOT rename,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_state_tenants_delete_001,weaviate,/schema/{className}/tenants DELETE,state_constraint,"after DELETE tenants, GET tenant returns 404 and its data is gone",deleting tenants permanently deletes all tenant data,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_backups_create_001,weaviate,/backups/{backend} POST,type_constraint,body.id matches /^[a-z0-9_-]+$/,"backup id must be URL-safe (lowercase, numbers, underscore, minus only)",https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_batch_references_001,weaviate,/batch/references POST,type_constraint,from matches /^weaviate:\/\/localhost\/{ClassName}\/{uuid}\/{propertyName}$/,from beacon format must include className/uuid/propertyName,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_graphql_001,weaviate,/graphql POST,type_constraint,query string case must match schema exactly,GraphQL is case-sensitive,https://weaviate.io/developers/weaviate/api/graphql,vendor-documentation,yes,,,
weaviate_type_index_update_001,weaviate,/schema/{className}/indexes/{propertyName} PUT,type_constraint,body.searchable.algorithm == 'blockmax',searchable.algorithm must be blockmax (WAND->BlockMax migration only; downgrade rejected),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_namespaces_create_001,weaviate,/namespaces/{namespace_id} POST,type_constraint,"namespace_id matches /^[a-z0-9][a-z0-9-]{1,34}[a-z0-9]$/","namespace name must be lowercase letters, digits, hyphens; 3-36 chars; start/end with letter or digit",https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_object_id_001,weaviate,POST /objects,type_constraint,id matches UUID regex (version 4 or 7),id must be valid UUID format (v4 or v7),https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_object_vector_001,weaviate,POST /objects,type_constraint,vector is array of number (float),vector must be array of floats,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_objects_create_001,weaviate,/objects POST,type_constraint,body.id is null OR matches UUID format,id field must be valid UUID format,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_objects_create_002,weaviate,/objects POST,type_constraint,"if body.vector provided, it overrides vectorizer-generated vector",vector takes precedence over vectorizer module,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_references_add_001,weaviate,/objects/{className}/{id}/references/{propertyName} POST,type_constraint,body.beacon matches /^weaviate:\/\/localhost\/[0-9a-f-]{36}$/,beacon format must be weaviate://localhost/{uuid},https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_schema_create_001,weaviate,/schema POST,type_constraint,properties.class matches /^[A-Z][a-zA-Z0-9]*$/,class field must be CamelCase,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_schema_create_002,weaviate,/schema POST,type_constraint,"properties.vectorIndexType in {hnsw, flat, dynamic, bwes}",vectorIndexType must be one of allowed index types,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_schema_create_003,weaviate,/schema POST,type_constraint,"properties.properties[].tokenization in {word, lowercase, whitespace, field, trigram, gse, kagome_kr, kagome_ja, gse_ch}",properties[].tokenization must be a valid enum value,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_tenants_create_001,weaviate,/schema/{className}/tenants POST,type_constraint,"body[].activityStatus in {ACTIVE, INACTIVE}",Tenant.activityStatus on create must be ACTIVE or INACTIVE,https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
weaviate_type_tenants_update_001,weaviate,/schema/{className}/tenants PUT,type_constraint,"body[].activityStatus in {ACTIVE, INACTIVE, OFFLOADED}","Tenant.activityStatus on update must be ACTIVE, INACTIVE, or OFFLOADED",https://github.com/weaviate/weaviate/blob/v1.38.0/openapi-specs/schema.json,structured-spec,yes,,,
